packet_count,byte_count,duration,avg_packet_size,mean_iat,var_iat,dst_ip,label
37,4139,0.75,66,0.020833,0.006608,192.168.1.21,0
176,13355751,16.39,1473,0.213673,0.7369,10.0.0.3,1
23,3100,0.77,137,0.035,0.00151,192.168.1.46,0
25,4324,4.91,140,0.204583,0.005287,192.168.1.42,0
17,4452,4.13,100,0.258125,0.001842,192.168.1.13,0
49,2784,2.35,125,0.048958,0.005764,192.168.1.14,0
22,3805,0.89,134,0.042381,0.005031,192.168.1.15,0
25,4668,2.72,113,0.113333,0.004809,192.168.1.46,0
34,3946,4.65,98,0.140909,0.002799,192.168.1.10,0
22,1300,1.71,139,0.081429,0.001892,192.168.1.3,0
22,4841,4.48,121,0.213333,0.009577,192.168.1.10,0
43,548,3.93,45,0.093571,0.005778,192.168.1.41,0
24,3814,2.02,147,0.087826,0.00017,192.168.1.37,0
45,4622,2.7,78,0.061364,0.000499,192.168.1.16,0
50,3745,3.8,57,0.077551,0.002782,192.168.1.47,0
44,2562,0.19,115,0.004419,0.004829,192.168.1.8,0
27,912,3.02,132,0.116154,0.003386,192.168.1.10,0
7,2776,1.12,63,0.186667,0.009248,192.168.1.47,0
15,4920,0.91,136,0.065,0.007887,192.168.1.39,0
41,4862,2.64,69,0.066,0.007701,192.168.1.34,0
18,2552,0.36,45,0.021176,0.004321,192.168.1.49,0
36,1058,3.89,124,0.111143,0.000743,192.168.1.14,0
45,725,4.19,67,0.095227,0.003264,192.168.1.15,0
31,1096,1.12,48,0.037333,0.005122,192.168.1.29,0
32,3906,4.44,146,0.143226,0.006247,192.168.1.43,0
48,869,3.3,92,0.070213,0.009073,192.168.1.29,0
14,1137,0.26,90,0.02,0.002337,192.168.1.17,0
41,4056,0.8,126,0.02,0.008225,192.168.1.33,0
10,1566,1.12,89,0.124444,0.002974,192.168.1.22,0
39,1894,2.78,136,0.073158,0.008667,192.168.1.31,0
32,3369,0.86,134,0.027742,0.00923,192.168.1.48,0
16,1752,2.49,136,0.166,0.009321,192.168.1.48,0
43,2648,3.98,142,0.094762,0.007655,192.168.1.11,0
24,525,0.48,76,0.02087,0.003194,192.168.1.23,0
44,4761,0.44,48,0.010233,0.007889,192.168.1.11,0
34,3770,1.08,78,0.032727,0.001823,192.168.1.25,0
46,3602,3.07,95,0.068222,0.005552,192.168.1.6,0
12,2916,2.86,101,0.26,0.007673,192.168.1.2,0
41,4901,1.53,116,0.03825,0.003774,192.168.1.50,0
18,399,3.04,96,0.178824,0.002893,192.168.1.26,0
47,3535,4.19,124,0.091087,0.001361,192.168.1.10,0
39,354,0.74,90,0.019474,0.004795,192.168.1.48,0
39,4166,0.26,104,0.006842,0.001186,192.168.1.31,0
14,3577,0.5,98,0.038462,0.004796,192.168.1.15,0
47,4118,2.24,56,0.048696,0.004808,192.168.1.11,0
41,750,2.18,144,0.0545,0.004995,192.168.1.43,0
33,3245,0.46,61,0.014375,0.004776,192.168.1.19,0
12,2438,1.11,63,0.100909,0.009628,192.168.1.46,0
36,4709,4.35,146,0.124286,0.002743,192.168.1.27,0
33,3715,2.82,118,0.088125,0.006841,192.168.1.39,0
22,902,3.46,132,0.164762,0.00111,192.168.1.5,0
18,1109,2.9,52,0.170588,0.005509,192.168.1.12,0
40,1153,4.47,93,0.114615,0.00236,192.168.1.41,0
48,2801,1.23,123,0.02617,0.003226,192.168.1.37,0
13,3195,4.99,117,0.415833,0.00443,192.168.1.37,0
34,1724,4.88,136,0.147879,0.005238,192.168.1.29,0
44,4390,2.24,108,0.052093,0.005251,192.168.1.44,0
29,4911,2.39,55,0.085357,0.006492,192.168.1.18,0
25,4546,0.26,95,0.010833,0.008516,192.168.1.18,0
48,1313,1.35,52,0.028723,0.003189,192.168.1.42,0
5191,1224880,0.82,164,0.000132,7e-06,192.168.1.100,1
14,1870,1.06,145,0.081538,0.003972,192.168.1.41,0
37,1337,1.84,45,0.051111,0.00181,192.168.1.21,0
13,2784,4.02,123,0.335,0.004271,192.168.1.14,0
33,3722,2.73,56,0.085312,0.003259,192.168.1.27,0
42,4191,4.23,53,0.103171,0.005926,192.168.1.28,0
9,2778,2.3,56,0.2875,0.00151,192.168.1.18,0
42,3817,4.67,105,0.113902,0.007747,192.168.1.26,0
26,4878,3.43,133,0.1372,0.002773,192.168.1.33,0
46,700,0.5,105,0.011111,0.007814,192.168.1.11,0
34,2098,3.33,89,0.100909,0.009151,192.168.1.33,0
11,3965,4.64,145,0.464,0.003279,192.168.1.7,0
32,2166,4.45,70,0.143548,0.007804,192.168.1.30,0
17,4428,3.69,123,0.230625,0.007885,192.168.1.47,0
8,4812,4.64,145,0.662857,0.008521,192.168.1.41,0
47,2211,2.05,68,0.044565,0.008967,192.168.1.11,0
39,1140,4.81,119,0.126579,0.003703,192.168.1.15,0
28,2509,0.72,66,0.026667,0.003739,192.168.1.18,0
11,2479,2.26,49,0.226,0.001785,192.168.1.31,0
47,1996,1.26,97,0.027391,0.003988,192.168.1.21,0
16,3906,3.01,117,0.200667,0.007871,192.168.1.35,0
43,2306,2.02,90,0.048095,0.006341,192.168.1.24,0
27,2035,2.27,125,0.087308,0.00474,192.168.1.29,0
6,4077,1.03,149,0.206,0.001191,192.168.1.20,0
14,4534,3.2,101,0.246154,0.002899,192.168.1.12,0
16,3510,4.2,91,0.28,0.000628,192.168.1.47,0
5,1033,0.48,78,0.12,0.004127,192.168.1.49,0
47,3175,0.1,124,0.002174,0.001494,192.168.1.9,0
35,971,1.56,149,0.045882,0.006391,192.168.1.18,0
50,532,3.59,125,0.073265,0.002869,192.168.1.36,0
46,2314,2.11,105,0.046889,0.006927,192.168.1.45,0
12,981,1.55,122,0.140909,0.009014,192.168.1.28,0
18,4148,2.33,43,0.137059,0.0085,192.168.1.4,0
6,1433,1.97,148,0.394,0.006931,192.168.1.47,0
41,993,1.08,68,0.027,0.002061,192.168.1.33,0
32,755,0.91,138,0.029355,0.000642,192.168.1.4,0
27,4950,3.03,63,0.116538,0.000447,192.168.1.37,0
48,1413,1.43,95,0.030426,0.007078,192.168.1.28,0
30,1440,2.88,117,0.09931,0.003989,192.168.1.10,0
11,4010,1.02,114,0.102,0.008214,192.168.1.21,0
19,2920,2.15,94,0.119444,0.009753,192.168.1.34,0
5,2408,4.41,131,1.1025,0.006619,192.168.1.6,0
39,1275,4.86,63,0.127895,0.004936,192.168.1.39,0
43,2637,0.85,145,0.020238,0.008973,192.168.1.35,0
12,3720,0.29,145,0.026364,0.005132,192.168.1.16,0
119,3119,0.24,43,0.000423,9.8e-05,192.168.1.159,1
45,1820,1.83,145,0.041591,0.009113,192.168.1.47,0
22,604,1.56,142,0.074286,0.008183,192.168.1.13,0
29,2449,4.76,97,0.17,0.003906,192.168.1.24,0
23,3721,1.32,59,0.06,0.004072,192.168.1.27,0
35,2944,3.17,111,0.093235,0.005311,192.168.1.27,0
14,1924,0.54,42,0.041538,0.006338,192.168.1.50,0
20,3662,4.71,124,0.247895,0.004562,192.168.1.7,0
16,1770,2.19,94,0.146,0.007119,192.168.1.43,0
21,3357,2.31,109,0.1155,0.00987,192.168.1.13,0
18,4914,0.95,74,0.055882,0.009365,192.168.1.33,0
47,3118,4.09,49,0.088913,0.008948,192.168.1.9,0
12,1262,0.6,63,0.054545,0.005664,192.168.1.22,0
6,3591,0.18,66,0.036,0.002964,192.168.1.46,0
34,4431,4.62,117,0.14,0.003299,192.168.1.29,0
37,4358,0.56,128,0.015556,0.001262,192.168.1.47,0
46,725,0.11,125,0.002444,0.00089,192.168.1.38,0
29,1513,1.69,55,0.060357,0.003744,192.168.1.19,0
41,3537,1.7,48,0.0425,0.000157,192.168.1.25,0
26,1894,0.17,114,0.0068,0.004201,192.168.1.11,0
6,2832,3.51,128,0.702,0.009657,192.168.1.9,0
32,2271,3.27,130,0.105484,0.004065,192.168.1.38,0
6,770,0.14,150,0.028,0.002884,192.168.1.23,0
24,2191,4.94,142,0.214783,0.007873,192.168.1.42,0
14,565,4.04,148,0.310769,0.000728,192.168.1.7,0
40,3649,4.8,96,0.123077,0.002264,192.168.1.6,0
26,3529,1.36,134,0.0544,0.003682,192.168.1.24,0
21,2084,1.5,99,0.075,0.007357,192.168.1.20,0
30,2768,4.4,60,0.151724,0.001787,192.168.1.34,0
34,2968,2.64,144,0.08,0.00641,192.168.1.9,0
44,1990,2.04,93,0.047442,0.001722,192.168.1.16,0
17,744,3.67,66,0.229375,0.005837,192.168.1.4,0
13,2318,2.36,114,0.196667,0.000309,192.168.1.36,0
25,3353,0.85,76,0.035417,0.007129,192.168.1.27,0
30,4467,4.61,46,0.158966,0.004931,192.168.1.46,0
23,3039,4.32,69,0.196364,0.005045,192.168.1.2,0
35,4750,2.38,80,0.07,0.008236,192.168.1.36,0
30,3962,4.9,105,0.168966,0.00235,192.168.1.47,0
29,610,3.78,81,0.135,0.005266,192.168.1.47,0
17,1313,3.41,72,0.213125,0.002554,192.168.1.50,0
37,4053,1.64,85,0.045556,0.004526,192.168.1.44,0
445,9806,0.84,55,0.003151,7.1e-05,192.168.1.93,1
39,887,4.95,128,0.130263,0.003092,192.168.1.10,0
26,4000,3.14,72,0.1256,0.005517,192.168.1.37,0
31,3045,2.23,96,0.074333,0.000948,192.168.1.7,0
17,2575,2.05,126,0.128125,0.001247,192.168.1.14,0
31,529,4.29,132,0.143,0.000172,192.168.1.12,0
38,3290,1.53,40,0.041351,0.005078,192.168.1.30,0
6,1238,2.17,130,0.434,0.004397,192.168.1.26,0
18,1682,4.36,103,0.256471,0.00399,192.168.1.21,0
50,2484,1.99,97,0.040612,0.007993,192.168.1.29,0
10,1156,4.56,91,0.506667,0.00345,192.168.1.29,0
12,470,0.15,150,0.013636,0.0097,192.168.1.48,0
37,1676,1.17,94,0.0325,0.000373,192.168.1.45,0
44,3131,3.92,137,0.091163,0.003685,192.168.1.33,0
43,3861,4.83,93,0.115,0.001469,192.168.1.26,0
33,1677,2.76,76,0.08625,0.008672,192.168.1.38,0
25,3217,0.35,53,0.014583,0.009073,192.168.1.47,0
37,4943,2.91,70,0.080833,0.001392,192.168.1.25,0
11,3947,4.12,108,0.412,0.002572,192.168.1.33,0
14,324,4.17,94,0.320769,0.00117,192.168.1.18,0
49,1151,1.92,127,0.04,0.008231,192.168.1.24,0
45,4065,4.09,134,0.092955,0.000654,192.168.1.27,0
14,1586,4.99,51,0.383846,0.0067,192.168.1.42,0
9,3918,1.13,64,0.14125,0.006561,192.168.1.14,0
24,3402,4.33,147,0.188261,0.009009,192.168.1.29,0
5,3297,3.23,149,0.8075,0.00866,192.168.1.40,0
44,1710,2.0,114,0.046512,0.008321,192.168.1.15,0
36,1457,2.49,58,0.071143,0.007792,192.168.1.50,0
49,1032,4.38,72,0.09125,0.000913,192.168.1.11,0
31,3150,4.32,115,0.144,0.000693,192.168.1.46,0
25,580,3.91,125,0.162917,0.002315,192.168.1.28,0
43,3738,1.68,141,0.04,0.009959,192.168.1.12,0
32,3143,2.69,60,0.086774,0.006992,192.168.1.11,0
42,2722,1.53,122,0.037317,0.004668,192.168.1.27,0
11,4843,4.16,41,0.416,0.006187,192.168.1.7,0
49,2519,0.88,90,0.018333,0.006389,192.168.1.48,0
41,2448,3.71,118,0.09275,0.00662,192.168.1.41,0
6,2832,0.63,123,0.126,0.003752,192.168.1.21,0
14,3980,2.17,121,0.166923,0.000701,192.168.1.42,0
29,3441,1.95,50,0.069643,0.008982,192.168.1.8,0
22,2706,4.8,41,0.228571,0.009923,192.168.1.35,0
45,1247,1.39,113,0.031591,0.004719,192.168.1.34,0
8,1754,3.04,77,0.434286,0.001953,192.168.1.11,0
19,2563,4.67,114,0.259444,0.006671,192.168.1.3,0
50,1336,0.8,150,0.016327,0.007834,192.168.1.33,0
12,2166,3.23,149,0.293636,0.005181,192.168.1.19,0
17,953,4.24,54,0.265,0.00869,192.168.1.20,0
15,769,2.66,114,0.19,0.00376,192.168.1.50,0
9,884,0.28,130,0.035,0.000576,192.168.1.13,0
18,1587,4.24,145,0.249412,0.000343,192.168.1.19,0
30,1615,2.51,78,0.086552,0.00379,192.168.1.33,0
20,1678,2.95,102,0.155263,0.001063,192.168.1.14,0
37,1415,1.47,123,0.040833,0.001878,192.168.1.49,0
28,2021,2.27,99,0.084074,0.008106,192.168.1.43,0
187,6918,0.57,53,0.002781,2.4e-05,192.168.1.221,1
14,1631,1.26,121,0.096923,0.006029,192.168.1.17,0
14,3621,4.3,91,0.330769,0.006166,192.168.1.7,0
21,1247,3.87,68,0.1935,0.00782,192.168.1.36,0
26,3605,3.47,140,0.1388,0.005612,192.168.1.16,0
139,15298095,52.05,1199,0.209247,0.916512,10.0.0.4,1
42,4375,0.89,135,0.021707,0.006756,192.168.1.33,0
20,2211,3.45,79,0.181579,0.004254,192.168.1.10,0
5,1820,2.57,53,0.6425,0.009585,192.168.1.5,0
22,2622,1.13,63,0.05381,0.009691,192.168.1.9,0
47,792,1.73,43,0.037609,0.002222,192.168.1.27,0
38,4730,0.85,137,0.022973,0.006622,192.168.1.29,0
10,4986,1.0,79,0.111111,0.008971,192.168.1.38,0
22,4060,2.15,78,0.102381,0.003164,192.168.1.45,0
50,2212,3.87,96,0.07898,0.006347,192.168.1.39,0
9,4954,4.04,78,0.505,0.007221,192.168.1.8,0
32,1926,3.73,41,0.120323,0.006511,192.168.1.19,0
38,4525,0.35,91,0.009459,0.006843,192.168.1.6,0
38,1051,1.57,125,0.042432,0.009717,192.168.1.45,0
35,3888,1.26,95,0.037059,0.000581,192.168.1.39,0
38,3994,4.31,69,0.116486,0.006825,192.168.1.4,0
14,659,4.4,79,0.338462,0.001328,192.168.1.5,0
41,440,3.74,147,0.0935,0.001073,192.168.1.35,0
32,4467,3.27,49,0.105484,0.000516,192.168.1.31,0
8,4126,1.8,55,0.257143,0.002633,192.168.1.40,0
47,2654,1.07,121,0.023261,0.009583,192.168.1.9,0
29,1255,3.21,58,0.114643,0.00337,192.168.1.26,0
32,4584,2.79,124,0.09,0.004162,192.168.1.36,0
30,781,1.9,114,0.065517,0.004767,192.168.1.47,0
5,491,1.71,80,0.4275,0.002175,192.168.1.34,0
35,2874,2.49,98,0.073235,0.00792,192.168.1.35,0
8,1300,4.29,138,0.612857,0.000302,192.168.1.10,0
14,3241,3.63,144,0.279231,0.008275,192.168.1.50,0
322,6977,0.57,48,0.001558,2.9e-05,192.168.1.168,1
29,1139,3.9,81,0.139286,0.002053,192.168.1.13,0
30,2704,1.39,133,0.047931,0.002258,192.168.1.3,0
30,914,4.2,143,0.144828,0.005341,192.168.1.23,0
37,3707,0.79,131,0.021944,0.005543,192.168.1.3,0
10,4286,2.1,79,0.233333,0.008461,192.168.1.25,0
45,2960,3.71,87,0.084318,0.007752,192.168.1.5,0
241,18828115,20.71,1231,0.136993,0.622098,10.0.0.8,1
7,4376,0.99,133,0.165,0.006089,192.168.1.4,0
15,381,0.27,125,0.019286,0.00832,192.168.1.22,0
12997,670056,1.32,91,0.000102,6e-06,192.168.1.100,1
10,4818,3.17,104,0.352222,0.004423,192.168.1.37,0
25,4585,4.16,127,0.173333,0.00864,192.168.1.20,0
27,1840,0.38,116,0.014615,0.00288,192.168.1.29,0
37,2836,0.42,53,0.011667,0.009097,192.168.1.13,0
23,1985,1.04,115,0.047273,0.008613,192.168.1.20,0
45,2303,0.47,123,0.010682,0.006862,192.168.1.38,0
46,357,1.16,100,0.025778,0.001609,192.168.1.46,0
11,1246,0.51,148,0.051,0.000507,192.168.1.11,0
40,4518,2.96,58,0.075897,0.003258,192.168.1.31,0
43,2215,4.97,73,0.118333,0.004697,192.168.1.7,0
37,4789,2.89,138,0.080278,0.004538,192.168.1.48,0
27,4870,1.12,47,0.043077,0.00297,192.168.1.33,0
40,4364,3.63,127,0.093077,0.004554,192.168.1.21,0
48,1942,4.33,85,0.092128,0.003498,192.168.1.23,0
29,685,1.69,119,0.060357,0.003464,192.168.1.18,0
19,1546,2.43,52,0.135,0.004787,192.168.1.35,0
40,2810,0.16,137,0.004103,0.001008,192.168.1.45,0
16,3675,1.92,113,0.128,0.009592,192.168.1.48,0
49,1320,3.12,94,0.065,0.009922,192.168.1.50,0
36,1589,1.74,68,0.049714,0.007564,192.168.1.9,0
30,3316,2.11,131,0.072759,0.002996,192.168.1.43,0
34,3138,2.51,45,0.076061,0.002135,192.168.1.11,0
9,3386,0.53,56,0.06625,0.00521,192.168.1.22,0
17,3256,3.89,77,0.243125,0.006833,192.168.1.28,0
38,2083,4.56,79,0.123243,0.004571,192.168.1.32,0
29,4922,4.94,109,0.176429,0.001178,192.168.1.24,0
12,341,0.73,138,0.066364,0.006568,192.168.1.10,0
5,553,0.32,120,0.08,0.002595,192.168.1.38,0
34,755,0.91,110,0.027576,0.00845,192.168.1.50,0
32,3070,3.71,75,0.119677,0.006244,192.168.1.34,0
43,1654,4.13,116,0.098333,0.004381,192.168.1.32,0
47,2843,2.37,145,0.051522,0.00152,192.168.1.10,0
8,2662,0.33,58,0.047143,0.007948,192.168.1.41,0
27,1960,4.04,150,0.155385,0.006337,192.168.1.20,0
44,3479,0.25,81,0.005814,0.001008,192.168.1.6,0
22,1221,1.82,98,0.086667,0.000957,192.168.1.12,0
30,2249,0.51,87,0.017586,0.007554,192.168.1.19,0
19,655,3.15,149,0.175,0.006115,192.168.1.30,0
38,1770,2.15,75,0.058108,0.001896,192.168.1.31,0
20,3994,2.85,43,0.15,0.006543,192.168.1.28,0
27,2817,1.29,134,0.049615,0.006374,192.168.1.42,0
24,4045,3.8,61,0.165217,0.007825,192.168.1.45,0
8,2991,1.15,125,0.164286,0.007819,192.168.1.46,0
37,2608,0.23,145,0.006389,0.001111,192.168.1.22,0
48,1753,1.86,147,0.039574,0.009278,192.168.1.22,0
17,2479,2.11,79,0.131875,0.003875,192.168.1.11,0
50,2322,4.01,104,0.081837,0.004467,192.168.1.27,0
27,1676,2.5,77,0.096154,0.008418,192.168.1.15,0
46,1423,0.17,54,0.003778,0.009705,192.168.1.34,0
16,3551,2.83,131,0.188667,0.003342,192.168.1.41,0
39,2553,3.36,88,0.088421,0.009667,192.168.1.13,0
41,3585,3.65,140,0.09125,0.007048,192.168.1.42,0
17,1700,4.02,92,0.25125,0.002041,192.168.1.18,0
36,1496,3.83,131,0.109429,0.001868,192.168.1.13,0
34,3737,1.55,125,0.04697,0.006639,192.168.1.45,0
9,3411,1.95,98,0.24375,0.008966,192.168.1.45,0
29,4625,2.84,124,0.101429,0.007992,192.168.1.31,0
32,1901,1.34,88,0.043226,0.009268,192.168.1.29,0
24,3422,4.92,42,0.213913,0.009528,192.168.1.49,0
27,789,4.51,128,0.173462,0.009566,192.168.1.7,0
30,3441,2.73,88,0.094138,0.007851,192.168.1.40,0
18,3435,2.76,130,0.162353,0.00036,192.168.1.27,0
11,3554,1.5,97,0.15,0.00658,192.168.1.35,0
44,4628,1.92,64,0.044651,0.008685,192.168.1.11,0
15,3824,4.81,96,0.343571,0.001465,192.168.1.36,0
9,3436,3.36,124,0.42,0.006737,192.168.1.4,0
43,1756,2.59,109,0.061667,0.006518,192.168.1.36,0
10,411,2.22,116,0.246667,0.004104,192.168.1.10,0
37,3302,0.32,91,0.008889,0.006838,192.168.1.30,0
7,849,4.99,43,0.831667,0.007832,192.168.1.7,0
50,2555,1.34,53,0.027347,0.00924,192.168.1.38,0
16,323,2.14,82,0.142667,0.005083,192.168.1.42,0
15,3826,4.85,86,0.346429,0.002018,192.168.1.15,0
42,609,4.3,98,0.104878,0.006623,192.168.1.19,0
11,1426,2.31,131,0.231,0.005925,192.168.1.14,0
15,1881,0.42,150,0.03,0.004692,192.168.1.26,0
29,2508,4.55,128,0.1625,0.004272,192.168.1.5,0
48,1050,4.29,42,0.091277,0.004685,192.168.1.20,0
10,4597,0.62,53,0.068889,0.005579,192.168.1.44,0
337,19016153,27.84,1447,0.055195,0.287312,10.0.0.5,1
20,2009,1.04,143,0.054737,0.000938,192.168.1.50,0
22,4527,2.87,45,0.136667,0.009626,192.168.1.28,0
25,2382,2.88,75,0.12,0.002132,192.168.1.33,0
36,861,4.86,67,0.138857,0.007872,192.168.1.18,0
10,3113,3.65,111,0.405556,0.002661,192.168.1.50,0
22,3432,2.95,68,0.140476,0.008245,192.168.1.48,0
497,2752,0.72,40,0.001102,2.1e-05,192.168.1.48,1
34,3515,0.49,61,0.014848,0.004018,192.168.1.41,0
48,2440,3.01,75,0.064043,0.001161,192.168.1.46,0
43,529,4.22,106,0.100476,0.000531,192.168.1.10,0
10,3455,4.93,68,0.547778,0.007998,192.168.1.34,0
26,3097,3.85,116,0.154,0.004532,192.168.1.26,0
42,3454,2.97,75,0.072439,0.005865,192.168.1.46,0
39,4517,0.12,54,0.003158,0.003556,192.168.1.32,0
43,4662,4.73,113,0.112619,0.003715,192.168.1.3,0
16,1399,3.13,125,0.208667,0.005682,192.168.1.31,0
5051,1125769,1.93,190,0.00026,2e-06,192.168.1.100,1
46,4837,2.18,125,0.048444,0.001461,192.168.1.7,0
42,3775,1.66,115,0.040488,0.000978,192.168.1.48,0
16521,549028,1.03,134,7.1e-05,6e-06,192.168.1.100,1
49,1500,2.43,58,0.050625,0.009269,192.168.1.16,0
14,471,4.84,147,0.372308,0.009241,192.168.1.8,0
5,2814,2.43,78,0.6075,0.007696,192.168.1.42,0
50,1311,4.81,131,0.098163,0.002406,192.168.1.29,0
47,4396,3.13,101,0.068043,0.004132,192.168.1.45,0
24,2902,2.96,80,0.128696,0.003963,192.168.1.6,0
5,848,3.82,132,0.955,0.000631,192.168.1.34,0
41,1129,4.19,136,0.10475,0.003004,192.168.1.46,0
132,4320,0.17,58,0.004894,9e-06,192.168.1.169,1
8,3500,1.18,133,0.168571,0.007836,192.168.1.7,0
47,4444,0.89,121,0.019348,0.004238,192.168.1.32,0
16,3700,3.26,97,0.217333,0.007433,192.168.1.34,0
5,1742,4.16,53,1.04,0.005803,192.168.1.42,0
13,3639,0.49,101,0.040833,0.001063,192.168.1.40,0
21,1791,2.75,133,0.1375,0.006824,192.168.1.45,0
47,3996,3.29,68,0.071522,0.009004,192.168.1.21,0
47,1753,2.58,69,0.056087,0.000381,192.168.1.11,0
50,1787,0.22,88,0.00449,0.007465,192.168.1.34,0
48,1807,0.53,49,0.011277,0.00451,192.168.1.50,0
18410,1343772,1.26,97,0.000132,4e-06,192.168.1.100,1
49,2502,0.75,110,0.015625,0.007282,192.168.1.8,0
27,965,1.43,101,0.055,0.002447,192.168.1.12,0
42,1071,3.65,54,0.089024,0.00564,192.168.1.24,0
21,690,2.76,89,0.138,0.00616,192.168.1.17,0
15,1481,2.46,134,0.175714,0.00714,192.168.1.32,0
17,933,2.94,97,0.18375,0.004065,192.168.1.2,0
38,3297,4.8,91,0.12973,0.005924,192.168.1.47,0
12660,1783057,0.74,138,0.000286,1e-05,192.168.1.100,1
11,2345,3.63,73,0.363,0.003558,192.168.1.15,0
16,1925,2.3,131,0.153333,0.001771,192.168.1.30,0
28,4744,1.15,46,0.042593,0.008085,192.168.1.47,0
47,4157,0.33,46,0.007174,0.002845,192.168.1.45,0
34,4463,0.69,53,0.020909,0.0041,192.168.1.6,0
117,2155,0.96,55,0.002295,9.5e-05,192.168.1.81,1
35,834,0.93,140,0.027353,0.002368,192.168.1.47,0
23,3006,0.37,105,0.016818,0.006681,192.168.1.30,0
44,406,3.68,96,0.085581,0.004688,192.168.1.24,0
48,1109,0.81,130,0.017234,0.000436,192.168.1.12,0
14,2649,1.13,60,0.086923,0.001486,192.168.1.29,0
27,4956,1.84,105,0.070769,0.006642,192.168.1.32,0
8,3396,0.71,42,0.101429,0.009073,192.168.1.32,0
35,3574,4.79,122,0.140882,0.007167,192.168.1.6,0
42,4114,0.39,108,0.009512,0.00694,192.168.1.14,0
17,1524,4.48,140,0.28,0.000101,192.168.1.10,0
10,388,2.3,112,0.255556,0.007521,192.168.1.36,0
34,2531,2.07,149,0.062727,0.009036,192.168.1.49,0
30,3971,4.86,110,0.167586,0.005046,192.168.1.9,0
36,905,4.2,76,0.12,0.004538,192.168.1.16,0
9,3868,3.12,64,0.39,0.002115,192.168.1.13,0
18,2277,2.84,88,0.167059,0.004379,192.168.1.50,0
50,629,1.46,92,0.029796,0.002741,192.168.1.10,0
18,1874,4.71,138,0.277059,0.004388,192.168.1.15,0
13,4280,3.65,123,0.304167,0.004661,192.168.1.26,0
31,1020,1.79,71,0.059667,0.00157,192.168.1.10,0
46,2544,2.01,63,0.044667,0.007803,192.168.1.23,0
37,2673,4.57,146,0.126944,0.001514,192.168.1.24,0
23,2176,1.57,85,0.071364,0.003732,192.168.1.27,0
30,3633,4.73,112,0.163103,0.002602,192.168.1.23,0
7,1242,2.45,66,0.408333,0.001578,192.168.1.24,0
46,630,3.13,140,0.069556,0.003318,192.168.1.17,0
41,444,1.61,95,0.04025,0.006053,192.168.1.15,0
25,986,2.42,61,0.100833,0.008759,192.168.1.50,0
37,2339,1.89,107,0.0525,0.006249,192.168.1.35,0
25,4683,4.96,118,0.206667,0.009284,192.168.1.36,0
21,1049,0.87,140,0.0435,0.002417,192.168.1.27,0
48,3204,4.47,116,0.095106,0.003083,192.168.1.31,0
39,1297,4.05,64,0.106579,0.006369,192.168.1.5,0
10,4329,3.32,82,0.368889,0.005713,192.168.1.48,0
13,2894,4.87,62,0.405833,0.004535,192.168.1.43,0
29,1552,4.23,70,0.151071,0.006855,192.168.1.41,0
26,4820,0.47,83,0.0188,0.009389,192.168.1.29,0
9,734,3.19,101,0.39875,0.008673,192.168.1.13,0
30,2079,3.32,80,0.114483,0.005145,192.168.1.17,0
40,1076,0.78,134,0.02,0.006268,192.168.1.35,0
8,1156,4.74,139,0.677143,0.008077,192.168.1.3,0
36,4490,0.93,146,0.026571,0.00554,192.168.1.23,0
35,577,0.46,40,0.013529,0.006447,192.168.1.24,0
41,1368,4.9,46,0.1225,0.005913,192.168.1.10,0
5,3546,2.4,54,0.6,0.001416,192.168.1.46,0
26,4511,2.05,126,0.082,0.007979,192.168.1.48,0
37,2299,4.66,53,0.129444,0.006782,192.168.1.5,0
40,3712,2.84,149,0.072821,0.007238,192.168.1.38,0
18,3291,3.3,41,0.194118,0.009693,192.168.1.6,0
41,2966,3.87,117,0.09675,0.004046,192.168.1.39,0
49,3708,0.88,72,0.018333,0.007465,192.168.1.25,0
28,1986,2.69,98,0.09963,0.009747,192.168.1.44,0
34,4026,3.88,124,0.117576,0.006301,192.168.1.17,0
12,2468,3.07,60,0.279091,0.006997,192.168.1.9,0
44,2503,2.89,140,0.067209,0.000117,192.168.1.40,0
25,3547,3.82,147,0.159167,0.002635,192.168.1.17,0
49,3888,4.41,66,0.091875,0.007584,192.168.1.24,0
10,2964,2.39,98,0.265556,0.001282,192.168.1.7,0
25,774,1.43,123,0.059583,0.002802,192.168.1.33,0
28,3735,0.63,105,0.023333,0.007932,192.168.1.17,0
20,4419,3.41,114,0.179474,0.003937,192.168.1.8,0
50,3863,1.46,129,0.029796,0.009362,192.168.1.22,0
48,3050,1.84,91,0.039149,0.007991,192.168.1.47,0
46,4754,2.89,145,0.064222,0.009251,192.168.1.24,0
36,4132,1.32,128,0.037714,0.003701,192.168.1.4,0
50,1930,3.47,83,0.070816,0.006304,192.168.1.7,0
28,2767,0.48,142,0.017778,0.005563,192.168.1.17,0
27,2858,0.65,148,0.025,0.009609,192.168.1.24,0
450,9064,0.85,62,0.002864,3.4e-05,192.168.1.105,1
25,4918,0.32,75,0.013333,0.007704,192.168.1.37,0
37,1676,1.66,116,0.046111,0.006619,192.168.1.11,0
14774,1663171,0.65,187,0.000165,6e-06,192.168.1.100,1
111,1060,0.55,58,0.000528,2e-06,192.168.1.133,1
20,4281,0.39,54,0.020526,0.000381,192.168.1.2,0
26,1738,4.26,123,0.1704,0.006,192.168.1.9,0
